URL,Venue Name,Phone,Venue Highlights,Guest Capacity,Address
https://www.wedding-spot.com/venue/13602/rooftop/,Rooftop,917-765-9616,Valet parking,100,"Private Estate, Address withheld for privacy"
https://www.wedding-spot.com/venue/13786/landmark-on-main-street/,Landmark On Main Street,516-767-1384,Valet parking,425,"232 Main Street, Port Washington, NY 11050"
https://www.wedding-spot.com/venue/1714/rubin-museum-of-art/,Rubin Museum of Art,212-620-5000 ext. 292,"Rentals included,Valet parking",150,"150 West 17th Street, New York, NY 10011"
https://www.wedding-spot.com/venue/1617/yachts-for-all-seasons-cloud-9-iv/,Yachts For All Seasons: Cloud 9 IV,212-534-6380,"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included",149,"2430 FDR Drive Service Road East, New York, NY 10010"
https://www.wedding-spot.com/venue/13942/new-york-beach-club/,New York Beach Club,914-204-0550,"Indoor and outdoor spaces,Rentals included,Valet parking",800,"1751 Ocean Boulevard, Atlantic Beach, NY 11509"
https://www.wedding-spot.com/venue/11620/the-loft-in-flatiron/,The Loft in Flatiron,917-803-7270,BYO,100,"20 West 23rd Street, 4th Floor, New York, NY 10010"
https://www.wedding-spot.com/venue/12938/one-if-by-land-two-if-by-sea/,"One if by Land, Two if by Sea",212-255-8649,"Rentals included,Valet parking",140,"17 Barrow Street, New York, NY 10014"
https://www.wedding-spot.com/venue/13545/beasts-bottles/,Beasts & Bottles,718-858-1095,Valet parking,90,"151 Atlantic Avenue, Brooklyn, NY 11201"
https://www.wedding-spot.com/venue/247/essex-club/,Essex Club,,"Award winner,Indoor and outdoor spaces,Upgraded rentals included",228,"100 Pennsylvania Avenue, Brentwood, NY 11717"
https://www.wedding-spot.com/venue/6203/moravian-museum/,Moravian Museum,610-882-0450 ext. 20,"BYO,Valet parking",80,"66 West Church Street, Bethlehem, PA 18018"
https://www.wedding-spot.com/venue/12733/heroes-ballroom/,Heroes Ballroom,215-629-3606,"Award winner,Rentals included,Valet parking",350,"11630 Caroline Road, Philadelphia, PA 19154"
https://www.wedding-spot.com/venue/1659/the-prince-kitano-hotel-new-york/,The Prince Kitano Hotel New York,212-885-7017,"Indoor and outdoor spaces,Rentals included,Valet parking",70,"66 Park Avenue East 38th Street, New York, NY 10016"
https://www.wedding-spot.com/venue/11471/st-marys-hamilton-village/,"St. Mary's, Hamilton Village",215-386-3916,Valet parking,300,"3916 Locust Walk, Philadelphia, PA 19104"
https://www.wedding-spot.com/venue/3909/chart-house-philadelphia/,Chart House Philadelphia,215-625-8383,"Indoor and outdoor spaces,Valet parking",250,"555 South Columbus Blvd., Philadelphia, PA 19147"
https://www.wedding-spot.com/venue/9800/spring-mill-ballroom/,Spring Mill Ballroom,610-283-2371,,225,"1210 East Hector Street, Conshohocken, PA 19428"
https://www.wedding-spot.com/venue/1456/city-cruises-philadelphia/,City Cruises Philadelphia,267-238-3618,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",530,"401 South Columbus Boulevard, Philadelphia, PA 19106"
https://www.wedding-spot.com/venue/9094/loews-regency-new-york-hotel/,Loews Regency New York Hotel,212-339-4024,"Rentals included,Valet parking",75,"540 Park Avenue, New York, NY 10065"
https://www.wedding-spot.com/venue/1612/quality-meats-nyc/,Quality Meats NYC,212-838-2061 ext. 2326,"Rentals included,Valet parking",125,"57 West 58th Street, New York, NY 10019"
https://www.wedding-spot.com/venue/14712/ap-creative/,AP Creative,347-404-6147,"BYO,Valet parking",80,"420 Troutman Street, Brooklyn, NY 11237"
https://www.wedding-spot.com/venue/2623/bouley-botanical/,Bouley Botanical,917-237-3205,"Rentals included,Valet parking",70,"281 Church Street, New York, NY 10013"
https://www.wedding-spot.com/venue/3225/sofitel-new-york/,Sofitel New York,212-782-3016,"Indoor and outdoor spaces,Rentals included,Valet parking",150,"45 West 44th Street, New York, NY 10036"
https://www.wedding-spot.com/venue/8638/tonys-di-napoli-upper-east-side/,Tony's Di Napoli - Upper East Side,212-888-6333,"Rentals included,Valet parking",90,"1081 3rd Avenue, New York, NY 10065"
https://www.wedding-spot.com/venue/16463/workhorse-brewing-company/,Workhorse Brewing Company,,Indoor and outdoor spaces,300,"250 King Manor Dr, Prussia, PA 19406"
https://www.wedding-spot.com/venue/12628/kave-brooklyn/,KAVE Brooklyn,646-250-9949,"Indoor and outdoor spaces,BYO,Valet parking",50,"1087 Flushing Avenue #121, Brooklyn, NY 11237"
https://www.wedding-spot.com/venue/11808/park-avenue-united-methodist-church/,Park Avenue United Methodist Church,212-427-5421,Upgraded rentals included,380,"106 East 86th Street, New York, NY 10028"
https://www.wedding-spot.com/venue/420/the-foundry/,The Foundry,718-786-7776,"Indoor and outdoor spaces,BYO,Valet parking",180,"42-38 Ninth Street, Long Island, NY 11101"
https://www.wedding-spot.com/venue/3645/sheraton-philadelphia-downtown/,Sheraton Philadelphia Downtown,215-448-2964,"Award winner,Rentals included,Valet parking",1000,"201 North 17th Street, Philadelphia, PA 19103"
https://www.wedding-spot.com/venue/5219/zanger-hall/,Zanger Hall,212-671-2511,"Rentals included,Valet parking",500,"347 West 34th Street, New York, NY 10001"
https://www.wedding-spot.com/venue/2976/golden-pheasant-inn/,Golden Pheasant Inn,610-294-9595,"Indoor and outdoor spaces,Valet parking",100,"763 River Road, Erwinna, PA 18920"
https://www.wedding-spot.com/venue/15206/talamore-country-club/,Talamore Country Club,215-837-9196,"Award winner,Indoor and outdoor spaces,Upgraded rentals included",300,"723 Talamore Drive, Ambler, PA 19002"
https://www.wedding-spot.com/venue/11823/magnolia/,Magnolia,917-605-0363,"Indoor and outdoor spaces,Valet parking",200,"350 West 40th Street, New York, NY 10018"
https://www.wedding-spot.com/venue/13316/four-points-by-sheraton-melville-long-island/,Four Points by Sheraton Melville Long Island,516-694-6500 ext. 303,"Rentals included,Valet parking",96,"333 South Service Road, Plainview, NY 11803"
https://www.wedding-spot.com/venue/13513/the-bushwick-starr/,The Bushwick Starr ,,"BYO,Valet parking",70,"207A Starr Street, Brooklyn, NY 11237"
https://www.wedding-spot.com/venue/5502/middle-collegiate-church/,Middle Collegiate Church,,"BYO,Valet parking",325,"112 2nd Avenue, New York, NY 10003"
https://www.wedding-spot.com/venue/12975/the-common-place/,The Common Place,267-275-8238,"BYO,Valet parking",400,"5736 Chester Avenue, Philadelphia, PA 19143"
https://www.wedding-spot.com/venue/820/doubletree-by-hilton-hotel-philadelphia-airport/,DoubleTree by Hilton Hotel Philadelphia Airport,215-365-4150,"Rentals included,Valet parking",250,"4509 Island Avenue, Philadelphia, PA 19153"
https://www.wedding-spot.com/venue/2671/carmines-new-york/,Carmine's New York,212-221-3800 ext. 225,"Upgraded rentals included,Valet parking",200,"200 West 44th Street, New York, NY 10036"
https://www.wedding-spot.com/venue/3946/old-york-road-country-club/,Old York Road Country Club,215-643-0180 ext. 100,"Indoor and outdoor spaces,Rentals included,Valet parking",165,"801 Tennis Avenue, Ambler, PA 19002"
https://www.wedding-spot.com/venue/1625/yachts-for-all-seasons-hybrid/,Yachts For All Seasons: Hybrid,212-534-6380,"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included",250,"Pier 40 at Hudson River Park, New York, NY 10011"
https://www.wedding-spot.com/venue/6202/kemerer-museum/,Kemerer Museum,610-882-0450 ext. 20,"Indoor and outdoor spaces,BYO,Valet parking",140,"427 North New Street, Bethlehem, PA 18018"
https://www.wedding-spot.com/venue/8647/the-merchants-house-museum/,The Merchant's House Museum,212-777-1089,"Indoor and outdoor spaces,BYO,Valet parking",40,"29 East Fourth Street, New York, NY 10003"
https://www.wedding-spot.com/venue/5643/bryn-athyn-college/,Bryn Athyn College,267-760-0744,"Indoor and outdoor spaces,BYO,Valet parking",400,"2945 College Drive, Bryn Athyn, PA 19009"
